num_examples,avg_EM,avg_F1,avg_Recall@k_answer,avg_Recall@k_support_titles,latency_p50,latency_p95,chunk_size,top_k
7405,0.15462525320729237,0.30088345467840766,0.6975016880486158,0.9424713031735314,0.7938628196716309,1.1360206127166748,256,5
