num_examples,avg_EM,avg_F1,avg_Recall@k_answer,avg_Recall@k_support_titles,latency_p50,latency_p95,chunk_size,top_k
500,0.176,0.29062377067377065,0.52,0.948,0.49719715118408203,0.7392934799194336,32,5
500,0.198,0.3596408952737934,0.786,0.982,0.6931151151657104,1.0071374058723448,128,5
